#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(K+->pi+  a) ,  BR_Na62(K+->pi+  a) ,  Allowed/excluded  (1/0) 

0.01,1481.4402370320056,1.8701222535385973,6.720513025728718e-05,9.56e-10,0
0.01,1076.4468674975549,2.193894364701632,9.24900361356614e-05,9.56e-10,0
0.01,782.1698590360235,2.5737207684482724,0.0001272879552850623,9.56e-10,0
0.01,745.2786059925426,2.636650898730358,0.00013358873818232199,9.56e-10,0
0.01,568.3417604212951,3.019306079872643,0.00017517798799334007,9.56e-10,0
0.01,458.9783769327173,3.359818286283788,0.00021691885095409812,9.56e-10,0
0.01,412.96958914285193,3.5420350628993003,0.00024108580528856032,9.56e-10,0
0.01,360.187818497259,3.79269019073225,0.0002764145655441437,9.56e-10,0
0.01,300.07276843862763,4.155263512514519,0.00033179027121333976,9.56e-10,0
0.01,218.0394646174118,4.874659497103173,0.00045662067225428623,9.56e-10,0
0.01,174.0762153778634,5.455594781168517,0.0005719413720603871,9.56e-10,0
0.01,158.43226685035597,5.718603679678214,0.0006284162663907768,9.56e-10,0
0.01,115.12036860152757,6.708658946263436,0.0008648468445215104,9.56e-10,0
0.01,84.12980552736761,7.847599703514611,0.0011834277860576059,1.84e-10,0
0.01,83.64899203413479,7.870121340497041,0.0011902301285420008,1.84e-10,0
0.01,60.78119819889555,9.232666380908421,0.0016380329314672046,1.84e-10,0
0.01,44.16495641173126,10.831107274360415,0.0022543133323938073,1.84e-10,0
0.01,40.659343073994116,11.288378916846883,0.0024486785386294116,1.84e-10,0
0.01,32.09122964527383,12.706284398111263,0.0031024579053946302,1.84e-10,0
0.01,31.9078238363783,12.742749857031322,0.0031202908184180256,1.84e-10,0
0.01,23.318194116311066,14.906108776881215,0.004269701242496104,1.84e-10,0
0.01,19.650375169993268,16.23776739188721,0.005066658386769048,1.84e-10,0
0.01,16.943513409356594,17.486786215901404,0.005876098325054822,1.84e-10,0
0.01,12.31153006783387,20.51425336670721,0.00808687258239826,1.84e-10,0
0.01,9.496888667179924,23.357214690901213,0.010483622104892499,1.84e-10,0
0.01,8.945828976031288,24.065862417347876,0.01112940967672152,1.84e-10,0
0.01,6.500236436773802,28.232357451071085,0.015316644881708464,1.84e-10,0
0.01,4.723215027822755,33.12019296970983,0.021079249525211546,1.84e-10,0
0.01,4.589779850120772,33.59818286283781,0.021692070777976035,1.84e-10,0
0.01,3.4319921238152173,38.85425382035179,0.029009926979247203,1.84e-10,0
0.01,2.4937611125585306,45.58104601977953,0.03992437418823166,1.84e-10,0
0.01,2.2182085184014637,48.32930238571752,0.044883902727665625,1.84e-10,0
0.01,2.2182085184014637,48.32930238571752,0.044883902727665625,1.84e-10,0
0.01,1.8120217859695773,53.47244000266971,0.05494517883037032,1.84e-10,0
0.01,1.3166549679911401,62.730061934040236,0.07561728122140757,1.84e-10,0
0.01,1.072044680832247,69.51927961775606,0.09287101109655542,1.84e-10,0
0.01,0.9567105210386492,73.59044528456265,0.10406687659538005,1.84e-10,0
0.01,0.695166952870245,86.3310742921725,0.14322010139930427,1.84e-10,0
0.01,0.5181117082614736,100.0,0.192162972638678,1.84e-10,0
0.01,0.5051236316441369,101.277473721226,0.19710399621557576,1.84e-10,0
