#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(B->K  mu  mu) 
0.046415888336127774,5487383.600685899,0.004832930238571752,0.0
0.046415888336127774,486110.6665755976,0.01623776739188721,0.0
0.046415888336127774,43062.983270523386,0.05455594781168514,0.0
0.046415888336127774,12817.0605508125,0.1,0.0
0.046415888336127774,6194.396547248593,0.14384498882876628,0.0
0.046415888336127774,3814.808213889241,0.18329807108324336,0.0
0.046415888336127774,2993.708840332011,0.20691380811147897,0.0
0.046415888336127774,1446.8386662434816,0.29763514416313175,0.0
0.046415888336127774,699.2470570602943,0.42813323987193935,0.0
0.046415888336127774,337.941232383881,0.6158482110660255,0.0
0.046415888336127774,337.94123238387994,0.6158482110660264,0.0
0.046415888336127774,163.32464269478953,0.8858667904100825,0.0
0.046415888336127774,78.9336613163739,1.2742749857031335,0.0
0.046415888336127774,38.14808815696702,1.8329807108324356,0.0
0.046415888336127774,29.937092591369744,2.06913808111479,0.0
0.046415888336127774,18.43670497901321,2.636650898730358,0.0
0.046415888336127774,8.910330932634604,3.79269019073225,0.0
0.046415888336127774,4.306300791214363,5.455594781168517,0.0
0.046415888336127774,2.652027641972263,6.951927961775605,0.0
0.046415888336127774,2.081205134792766,7.847599703514611,0.0
0.046415888336127774,1.0058319241273148,11.288378916846883,0.0
0.046415888336127774,0.4861115525290467,16.23776739188721,0.0
0.046415888336127774,0.234934322296631,23.357214690901213,0.0
0.046415888336127774,0.234934322296631,23.357214690901213,0.0
0.046415888336127774,0.11354211907861,33.59818286283781,0.0
0.046415888336127774,0.05487411408079232,48.32930238571752,0.0
0.046415888336127774,0.026520276531012396,69.51927961775606,0.0
0.046415888336127774,0.020812051425297618,78.47599703514607,0.0
0.046415888336127774,0.012817064640023391,100.0,0.0
0.046415888336127774,0.0018436705203327864,263.6650898730355,0.0
0.046415888336127774,0.00016332464865619452,885.8667904100832,0.0
0.046415888336127774,1.4468388230363752e-05,2976.3514416313133,0.0
0.046415888336127774,1.2817064644137359e-06,10000.0,0.0
0.05623413251903491,82785610328820.97,1e-06,0.0
0.05623413251903491,7333702292759.832,3.359818286283781e-06,0.0
0.05623413251903491,649668332515.3107,1.1288378916846883e-05,0.0
0.05623413251903491,57551961308.76451,3.792690190732254e-05,0.0
0.05623413251903491,5098338174.927609,0.00012742749857031334,0.0
0.05623413251903491,451645476.6669886,0.0004281332398719391,0.0
0.05623413251903491,40009960.586572126,0.0014384498882876629,0.0
0.05623413251903491,3544371.5040792534,0.004832930238571752,0.0
0.05623413251903491,313985.26199193555,0.01623776739188721,0.0
0.05623413251903491,27814.95117323747,0.05455594781168514,0.0
0.05623413251903491,8278.7094467064,0.1,0.0
0.05623413251903491,4001.0429618625053,0.14384498882876628,0.0
0.05623413251903491,2464.0352843179917,0.18329807108324336,0.0
0.05623413251903491,1933.6763005187977,0.20691380811147897,0.0
0.05623413251903491,934.5323167382927,0.29763514416313175,0.0
0.05623413251903491,451.65296621253634,0.42813323987193935,0.0
0.05623413251903491,218.28073348949337,0.6158482110660255,0.0
0.05623413251903491,218.28073348949275,0.6158482110660264,0.0
0.05623413251903491,105.49355766141393,0.8858667904100825,0.0
0.05623413251903491,50.98430112672639,1.2742749857031335,0.0
0.05623413251903491,24.640357278383817,1.8329807108324356,0.0
0.05623413251903491,19.33676609170658,2.06913808111479,0.0
0.05623413251903491,11.90851285114715,2.636650898730358,0.0
0.05623413251903491,5.755301210062523,3.79269019073225,0.0
0.05623413251903491,2.7814969332840933,5.455594781168517,0.0
0.05623413251903491,1.7129799129475665,6.951927961775605,0.0
0.05623413251903491,1.3442780665134977,7.847599703514611,0.0
0.05623413251903491,0.6496802126033984,11.288378916846883,0.0
0.05623413251903491,0.31398591480284277,16.23776739188721,0.0
0.05623413251903491,0.15174720231898967,23.357214690901213,0.0
0.05623413251903491,0.15174720231898967,23.357214690901213,0.0
0.05623413251903491,0.07333836430601268,33.59818286283781,0.0
0.05623413251903491,0.03544391986208668,48.32930238571752,0.0
0.05623413251903491,0.017129799211495766,69.51927961775606,0.0
0.05623413251903491,0.013442780722156333,78.47599703514607,0.0
0.05623413251903491,0.008278712460332805,100.0,0.0
0.05623413251903491,0.0011908513016465996,263.6650898730355,0.0
0.05623413251903491,0.00010549356205492985,885.8667904100832,0.0
0.05623413251903491,9.345324322926921e-06,2976.3514416313133,0.0
0.05623413251903491,8.278712463364787e-07,10000.0,0.0
0.06812920690579612,51576925207010.586,1e-06,0.0
0.06812920690579612,4569028520167.694,3.359818286283781e-06,0.0
0.06812920690579612,404755063962.03125,1.1288378916846883e-05,0.0
0.06812920690579612,35855907808.88837,3.792690190732254e-05,0.0
0.06812920690579612,3176356523.847568,0.00012742749857031334,0.0
0.06812920690579612,281383311.4300053,0.0004281332398719391,0.0
0.06812920690579612,24926943.067308962,0.0014384498882876629,0.0
0.06812920690579612,2208210.3202236523,0.004832930238571752,0.0
0.06812920690579612,195618.82336671828,0.01623776739188721,0.0
0.06812920690579612,17329.24932151395,0.05455594781168514,0.0
0.06812920690579612,5157.795313850503,0.1,0.0
0.06812920690579612,2492.7267983761803,0.14384498882876628,0.0
0.06812920690579612,1535.1414322123285,0.18329807108324336,0.0
0.06812920690579612,1204.7175752158798,0.20691380811147897,0.0
0.06812920690579612,582.2316346752292,0.29763514416313175,0.0
0.06812920690579612,281.3884990626644,0.42813323987193935,0.0
0.06812920690579612,135.99310255057327,0.6158482110660255,0.0
0.06812920690579612,135.9931025505729,0.6158482110660264,0.0
0.06812920690579612,65.72451908829713,0.8858667904100825,0.0
0.06812920690579612,31.764202020147508,1.2742749857031335,0.0
0.06812920690579612,15.351417395517167,1.8329807108324356,0.0
0.06812920690579612,12.047177890976645,2.06913808111479,0.0
0.06812920690579612,7.4192329842670475,2.636650898730358,0.0
0.06812920690579612,3.5856635607068594,3.79269019073225,0.0
0.06812920690579612,1.7329261905151891,5.455594781168517,0.0
0.06812920690579612,1.0672194960698884,6.951927961775605,0.0
0.06812920690579612,0.8375111406598419,7.847599703514611,0.0
0.06812920690579612,0.4047632923302443,11.288378916846883,0.0
0.06812920690579612,0.19561927571396315,16.23776739188721,0.0
